ID,text,label,pred_llm
86490,"off to work on Mothers day . If you go out to eat at a restuaraunt , TIP BIG if they are a momma . We do n't like being away from out kid .",negative,positive
276883,i live too far away from where my favorite band play seeing live music used to happen much more often than it doe now,negative,negative
1060314,Its that viloria charm at the navy fed bank son ! lol,positive,positive
1401559,I hope everyone have awesome saturday ! ! Im going out to eat something then im going to this celebration tonight ill keep yall updated,positive,positive
879104,is at home right now but are going to Copenhagen later,positive,positive
428196,is very ill,negative,negative
737762,Up way too early today .,negative,negative
110894,why did darcy hve to go off msn,negative,negative
273195,morning I 'm totally tired today ! Had a bad sleep ! Want to go back to bed,negative,negative
1202014,done studying for final for the day . time for the mtv movie award ! i 've been looking forward to this all day,positive,positive
361429,Sean would n't hold my hand to walk to the car after school,negative,negative
810361,it wasnt actually meant for you guy .. i just tweeted it and read what you guy were upto .. and it just fell into context .. haha !,positive,positive
148037,ughhhh ! FIDM BATHROOMS ARE NOT SAFE IN THE MORNING THANKS TO MRS WEBB .. i had to wash my hand and take it though & amp ; i have her @ 830 suxxs,negative,negative
887596,I do n't remember whether it shoult melt or not . if you tell me which it should do then I 'll let you know what happens,positive,positive
601194,"I love your songz . Keep up the good work . I want to have a poster of my own , but I ca n't find any though , sad 'aint it ?",negative,positive
382314,gutted i ca n't wear my new pretty clothes superman tee ? batman ? mcfly ? gahh !,negative,negative
616509,"ok lady ... someone let me know a little about the whole cab and Rob thing , suck have to be outside for another hour , so no computer",negative,negative
534276,did u hang up on me,negative,negative
138951,thinking ! I still ca n't belive that kris allen won ! ! : | adam lambert is better than kris ! obviously some people do n't see it,negative,negative
1028137,goodnight tweeps ... practice wa gr8 tonight ... we beat the guy in every scrimmage ... LL 's husband wa ballin tho ...,positive,positive
269202,do n't know what to do . . really bored . .,negative,negative
378571,"Just got up , it 's raining gon na spend the whole day in the library studying xx",negative,positive
1354051,had to shorten your tweet a bit in order to retweet I 'm with you ! funfollow,positive,positive
237250,Getting ready for church with dad then eating with grandparent . another sad thing .,negative,negative
228023,LAME ! dropped my blackberry on the trail & amp ; it wa too dark to find it ahhh the induced anxiety when 1 is separated from their phone,negative,negative
914842,wa that sas I detect ? As long a it is n't back sas ! Haha,positive,positive
552263,Oh why do I do it to myself ? A little too much to drink with the gal ... so much fun though ... good time . Gon na miss my girl when I move,negative,positive
1376212,Hero of the day : iPhone gps . Reached the house where we are staying and where I 'm renting a room this summer,positive,positive
538930,"Joe wa feeling sick , coming down with something ... again ! I wa really tired and really regret not going Now I feel worse !",negative,negative
373449,Im a really bad bowler,negative,negative
1529303,- you could donate those book and get a tax write off,positive,positive
1009091,talk about jaljeera a we want to make this drink popular in the world,positive,positive
1141866,Stealing free coffee from Oceanfront hotel and using their toilet . Ty and I are SO bad .,positive,positive
1499753,"flying to spain for a week for a job super excited , ca n't wait",positive,positive
1425105,"Just arrived in Sydney ... first time here and I wan na do it all ! ! ! ! See the harbour bridge , the opera house AND maybe see a wog get shot",positive,negative
438479,No swimming today . Oh well,negative,negative
53225,"It 's official . 5 is done , and it 's made me very sad . I never want to cry when I write ! But I totally do right now .",negative,negative
124483,"could n't take any foodie picture , would have been looked at funny by other guest I think lot of other photo and vids tho",negative,negative
946381,"i have seen it too , it good",positive,positive
18924,meany face i thought u loved me,negative,negative
278267,where were u this weekend y didnt i see u,negative,negative
387199,"forgot a fork & amp ; it 's jean day @ work and I did n't even know , ahh ! !",negative,negative
317050,I 'm up way to early I could sleep so much longer,negative,negative
1078769,Just got to California,positive,positive
1434106,My family is so beautiful,positive,positive
1422347,At my cousin 21st bday party,positive,positive
195991,At least Telemundo could leave this baby alive.At least they could leave something of Santos And Barbara ! !,negative,negative
1216613,teach me how to make a paper bird . and i gave it to Bi he looked happy,positive,positive
224902,I 'm so sorry ! Was contemplating the very same when we had to take out kitty into vet last week . Horrible notion .,negative,negative
862589,I just do n't want to pay that much money ! Any idea ?,positive,negative
860860,Just downloaded tweetDeck . I 'm trying it right now .,positive,positive
662113,Sitting in a work meeting Bored and so ready to leave this room !,negative,negative
861403,and .. that 's enough pointless update from me for one day - thank you and good night,positive,positive
187228,"Your link is redirecting , then it 's not coming up at all",negative,negative
1090417,Was cancelled within about 5 minute of placing it ... we 'll see what they say,positive,negative
127300,The joy of being randomly unfriended by some one you thought you were close to,negative,negative
786907,"- Hi , someone please get my cassie and bring her to me at work .",negative,negative
253263,when am I ever going to see you ever again ? ? ?,negative,negative
1531436,Plenty of sleep and made it to the gym ... I feel like i 'm off to a really good start to the week !,positive,positive
635119,my phone died and i forgot my charger in houston,negative,negative
841269,Lol ! Does that happen often ? If you did n't like the way your floor looked that could be a cheap fix,positive,positive
1584691,"Hahaha so you were waiting for someone to take the bait , ey ? Good way of practically guaranteeing a response",positive,positive
1406740,look like our game might be canceled . d * * n storm -_- if it 's not though ... the adult better be prepared to get their butt kicked !,positive,negative
311176,Marley & amp ; Me wa a bad choice . I 've never cried so much during a movie . Then I hugged Sam bye cause she 's moving back to WA tomorrow . Sad .,negative,negative
603469,Did they charge you for iPhone update ? They are trying to charge me for iPod Touch update ...,negative,negative
44790,Just a couple of & quot ; motivational self help food 4 thought book and a beautiful new journal . I wa rushed for time today,negative,positive
1211239,Wow gin and tonic is good again,positive,positive
1533413,"oh i just knew that i had 245 update , let 's make it 250 ...",positive,positive
812373,party party party,positive,positive
750889,lol I know but I 'm starting to get a belly ! ! ! Mindu I do eat a lot of crap ! So that do n't help,negative,negative
828222,"Wwll I think it time for sleep , 3:20am here , and done for the day I think Thank you friend , love you all",positive,positive
591620,I got fired yesterday but luckily I already had another job offer,negative,positive
421344,I still feel like my boyfriend ha walked out on me ...,negative,negative
1066764,"yeah , I could use you and some mex food right a bout now .",positive,positive
688083,Upgradted Tweetdeck . Big mistake . It 's not working at all now,negative,negative
276812,I 've called you earlier than that before ... why did n't you answer last night ? I really needed you .,negative,negative
65915,"You know it bad when you know what episode of House it is in the first 30 second of the show ... Holy shit , i have no social life ...",negative,negative
568157,I 'll stay positive for the most part but I 'm stronger then half y'all because I can admit when I 'm wrong . Emails being shot out now .,negative,positive
255265,My hi fi amp seems to have blown It wa a very very very good one - but wa a wedding prezzie so it 's 26 year old . Lasted really well,negative,negative
856026,Couldnt sleep ! So I decided to eat a carton of ice cream N0w I know ice cream is the best at 4am ! ! yum,positive,positive
1426615,yo thats so cool ! we have bear and deer here .,positive,positive
1245741,i just ordered death 's daughter . cant wait to read it .,positive,positive
731380,oh jeez . i have to do my english assignment .,negative,negative
989394,- Congratulations on the graduation ! One down and a few more to go,positive,positive
957514,The notebook over ... time 2 watch he just not that into you,positive,positive
691797,i wa completely excited for my 3 day weekend and then i got sick,negative,negative
880797,"I have officially been married for 1 year , now thats exciting news ! ... ok now time for bed",positive,positive
951650,he wa sitting on a chair . And i started biting him just a a joke . Then he got all sexy . oh . if only dream came true,positive,positive
912560,These difficult situation force u to think about marrying a lovable girl,positive,positive
619139,"So I get a call at work today , apparently they found my transmission grom my GSR that wa stolen 2 year ago ... Oh how I miss that car .",negative,negative
1431137,pleasantly surprised by terminator ... good movie,positive,positive
351581,wish I knew a much a I thought I did,negative,negative
136099,MSN wo n't let me sign on my phone . We got our edit back ! Will share with you tomorrow .,negative,positive
807453,? ? ? ? ? ? ? ? ? ? ? ( ? ? ? ? ? ? ? ) is such a gorgeous and catchy song ! Beautifully written ! Love the movie a well !,positive,positive
248839,"Feeling slightly worried ! I think I may have said something bad unintentionally ! If I did offend someone , I really am so sorry ! !",negative,negative
311257,should at least reach 89 lb . before school start .,negative,positive
1535170,Baby did not sleep at all during the road trip . Today we are both exhausted . We 'll see how much she catch up on sleep .,positive,negative
5547,think i may have to go to the er today,negative,negative
304251,is jealous that is famous ! what about me,negative,negative
768603,What amazed you ? Life almost never amazes me . Kinda bummed out -- found out I have to do some work event I hate in 2 wks,negative,negative
578635,my ipod refuse to play it ! it skip over it no matter what I do ! the pennacle song and I ca n't hear it !,negative,negative
341572,I can not log into my facebook anymore,negative,negative
182885,Microsoft Word hate me . Guess that mean no more work today . Oh how I miss using a Mac .,negative,negative
999328,Could someone please restart today ?,positive,negative
1570095,hey babe ! ! I wa just checking in too . Just about to head in to TRY t sleep Have a good day tomorrow ! ! MUAH !,positive,positive
1592519,just got home from work ... buggered ... night all,positive,negative
1251290,Nah . I 'm good . My typing is a bit off a I ca n't bend my middle left finger- guess I 'll need to hold it out to people,positive,negative
1192336,"Graduation yesterday wa pretty cool but mostly i just sweated a lot . packing for Germany now , leaving tomorrow",positive,positive
1279808,you could have just downloaded an emulator .. i wa waaaaaay ahead of ya,positive,positive
1402491,you 're so pretty you should step out from behind your camera lens hope you 're enjoying darwin x,positive,positive
133933,"GOODLUCK WITH THAT . ) I hope he 'll tweet me on my birthday . And againn , i ca n't feel a tiny spark of hope a of now .",negative,negative
1239164,i wa able to send a tweet in sl today,positive,positive
1098606,sato is great ! work went relatively well in the morning n i spent my afternoon curled up with a good book yours ? hows princess ?,positive,positive
1360739,seriously i think i am addicted to darren style ! wheeey of to my lil ipod party in my room with my big si,positive,positive
787026,think it 's hit me today that it 's over for a few week hope your shift is ok .,negative,negative
291357,I did n't mean to get you sick too,negative,negative
861070,A Im sorry but at least shes ok ! I will keep her in my prayer,positive,positive
335055,Ahhhhhhhh why cant i fall back to sleep . My mind always ha to be racing with though Ill trying counting sheep . 1 .. 2 .. 3 .. 4 ....,negative,negative
566222,I got NADA planned for today ... boring .. nothing ... zip .... Should be fun though . Would play apple to apple ... but only 3 peep .,negative,negative
1270994,just a tenner would do,positive,negative
634363,Thank god it not humid here in nj .... i would be in the hospital again with an asthma attack,negative,negative
1351626,BTW I showed her one of your tutorial and she absolutely love you ! She love what you 've done for my confidence a well lol,positive,positive
38212,My GPU 's death is really untimely . Zeno Clash come out tomorrow .,negative,negative
142092,"; EXACTLY HOW I FEEL ! mr ong keep hounding me to start swimming again . i want to , i really do , but i ca n't",negative,negative
11220,I so would ! But I 'm in SA,negative,negative
1260558,"sorry , just read & quot ; email , do n't msg & quot ; msg hope it 's ok",positive,positive
1479220,how come you 're going so many time ?,positive,negative
672454,My power is still out and my phone is about to die,negative,negative
1454531,"lovely brunch today with Don , Peter and Stan , then some shopping , and then afternoon tea with Nadia ! I am pleasantly exhausted",positive,positive
382419,Mom thought we should take down bird 's nest under the garage be4 she laid egg ... too late . Sad day 4 both mother bird and me/grim reaper,negative,negative
825099,"Thank you for following me , I 've followed you .",positive,positive
747448,"I 'm too warm , my room is too warm , and the shower will be too warm . Have no idea how to sleep tonight",negative,negative
79563,O My shoulder hurt from working,negative,negative
1429116,made it back to town safely,positive,positive
1091184,oh wait I got that backwards . Better drink more then,positive,positive
1194451,"interesting . I hav over 2 year on twitter & amp ; that is the 1st unfollow Ive seen ... from anyone , to anyone . Hmm curious , Why ? Ryan",positive,negative
1243485,"Did you know that according to the CDC , the average cancer diagnosis per patient average $ 146,000 ? Better call , well , me !",positive,negative
1440026,LOL doe that mean we 're going to be seeing you running down the street in an orange bodysuit snorkeling beer ?,positive,positive
1455444,I am up and around at a & quot ; godawful hour & quot ; -- so say some peops . Lol .,positive,positive
761554,Oh mann I 'd give you mine but they sold out when i went to buy one so i do n't actually have one . l & amp ; mysfm ! Xx,negative,negative
1403994,WOOT ! My first tweet from my new Palm Pre ! This phone wa definitelyworth the hype,positive,positive
1202545,watching tv then doing the hair then off to bed text it,positive,positive
228337,is jealous of her friend who get to have interesting vacation ....,negative,negative
541,my lymph node are a massive a rahm emanuel 's ball right now,negative,negative
412348,On a wild goose chase for shoe in the city cuz mine broke,negative,negative
556816,Tis an awful day .,negative,negative
512169,"Is there a way I can help ? may be when you are little less & quot ; angry & quot ; , had the same issue earlier",negative,positive
111446,"listening to chasing car by natasha bedingfield , from the leaver assembly . soooo sad",negative,negative
480991,"I had to cancel my trip to London such a cold I got returning to Madrid , I 'm dizzy actually",negative,negative
150327,I 'm really boaring right now .. and I do n't know what i can doing,negative,negative
973204,"Night everyone . Had fun twittering about the quake with you ! But , it 's time for me to put the laptop away now ....",positive,positive
617215,seems like I have to fly with Amirates . Singapore airline just put the price up by 100Â£,negative,negative
970799,"shoe shopping time , bye",positive,positive
1239200,school out but at least he signed my year book = ( and,positive,negative
1497191,Thanks for your help in rationalization . I wa kicking myself for being such an idiot all morning . You go have fun now !,positive,negative
767819,Becca and the rest of my canadian just left i miss them soo much already . Ca n't wait to visit them in AUG .,negative,positive
221169,Blast ! No service for the night . What will I do without my iPhone ? off to cook some smores !,negative,positive
1463940,I 'm looking forward to see him in our team ! Could he send me an answer to question I asked ?,positive,positive
644161,"I 've got ta ask , how did you manage to get the new 3GS . My local O2 shop would n't let me upgrade",negative,negative
1580860,"That 's the best expletive I 've heard , BUMPANTS , I 'm borrowing that today , thanks",positive,positive
665699,Just got called fat by a worker at chapter,negative,negative
984166,is listening James Morrison - please do n't stop the rain .,positive,positive
172905,This is how much hair fall off everytime I shower . It 's more sad than disgusting,negative,negative
772229,this computer is so freakin stupid,negative,negative
376126,Just now realizing that I may have been irrational ( and a little unfair ) in my anger towards my mother,negative,negative
1235884,When the product owner say so .,positive,negative
818230,Is that the only reason you like me ?,positive,negative
155371,just watched Bron Bron eat the magic .,negative,positive
166267,"I 've been waiting about the same time to get in , it whenever they feel like it ...",negative,negative
13422,my phone keep glowing and I keep think I have a text but it 's only to saw low battery,negative,negative
592782,I may not be coming to Europe for a quite a while I think .. I have some thing to take care of here first .,negative,negative
595807,Pooh ; hole in my fingertip from quilting . V painful,negative,negative
324946,trying to work ...,negative,negative
1174189,"I love the song Fly with Me by Jonas Brothers , it 's awesome",positive,positive
771939,starting to get sick AGAIN but my mom is making brownie so that 's a good thing lolz,negative,positive
119543,Apparently I 'm moving back to Boston on may 26th this suck ... I 'm happy I get to see people I miss but florida is my home now wtf,negative,negative
32854,other half already home from work . did n't actually get to work - migraine hit hard b4 she even got there,negative,negative
820477,"omgggggggg shaheen well done , proud to say i know you ! you definitely have shown that wale ha talent",positive,positive
742274,i HAAAAAAAAATE going to church,negative,negative
270906,"Damn , woke up after 5 hour of sleep , hotel agreed to late check out , good have been 6 hour Still am overwhelmed from that great weekend",negative,positive
938983,"i have a very lonely life and search desperately for friend ahh i kid , i just get bored easily Why ITweet",positive,negative
656180,Uncy Bri-Bri would definitely have a kagoul to lend me I want my uncy bri-bri .,negative,positive
849051,I 'm trying to drop caffeine intake not increase it finally they 've got rid of that terrible T-Mobile pay-per-session deal,positive,positive
1544853,"I hope this time i dont mess up , i know ill always have more lesson to learn , but i think this time i have it right & lt ; 33",positive,positive
347568,in the office today .,negative,negative
1223612,i 've been using Nambu for some time and concur,positive,positive
1170217,that 's awesome . let me know if you need me for anything !,positive,positive
79701,the starting line . Make it happen and you are a god . They are all broken up for a few more year,negative,negative
99408,Yay ! I 'm still waiting to hear back from BizSpark RE MSDN .. I 'm beginning to think it is a no-go,negative,negative
1385418,OMG is everyone asleep or something ? ?,positive,negative
619329,so if you have been trying to get ahold of me .. my sidekick is n't working ! wo n't turn on and they are sending me a new one,negative,negative
1175846,I have n't seen Twilight yet . Did n't plan to . But the more and more I hear your gripe about it the more I 'm intrigued,positive,positive
621818,Why did n't you say hi ? We coulda talked .,negative,negative
241835,I have to work at 6 ... stupid Father 's Day move lol,negative,negative
558678,haveyouever been so excited to have finally hit 300 follower only to look and see someone unfollowed and now you 're at 299 again ?,negative,negative
1326972,"she will , have drug hehe What are you up to on your rainy wednesday evening ?",positive,positive
13909,Beautiful weather in Vegas when it time to leave on my way to the airport .,negative,positive
316949,Omg girl . Im trying to have your back but you make it impossible . I thought we understood each other now,negative,negative
1199334,"I love my younger student , they just go with what feel good , I never have to tell a kid , you are thinking too much , relax !",positive,positive
300354,"about to hit the shower , and unwind from a long day of packing up my classroom of the past six year",negative,positive
229786,-- lol ! ! Its OLD ! Its from ma & quot ; urban & quot ; day ! I just thawt it would be a diff look for the moment !,negative,positive
636991,How would i know I knew it 'll be scary but did n't know the face will appear plus the noiseeee .,negative,negative
422484,it wa a great show but sad to have missed Sexify wa hoping u would at least do it on the main stage . Can u at Holmdel ?,negative,negative
1053357,I certainly hope so,positive,positive
770297,Just got done cutting andrew hair . Now I 'm all itchy,negative,negative
1354556,"What a nice day today ! We had our reunion in ADM , then I slept for 2 hour ; after waking up~ My mom told me we are going to watch movie !",positive,positive
196669,thanks . i found out one of my fav high school professor died yesterday,negative,negative
366631,Aww it my Nanas song,negative,positive
13519,"lol the 1st one is hilarious .. yeah but anyway , enjoy yourself .. I 'm jealous of all those ppl who are gon na see you guy lol",negative,positive
1446530,Still readin .. But going to sleep sonn . Doesnt reading get you tired ? ?,positive,negative
202309,What am I doing wrong ? I do n't see anything but an empty text box .,negative,negative
527577,"What no , Nick Braun is clyde , you ca n't change it now",negative,negative
203597,These chick toenail are so black wtf . I thought she had polish on already .,negative,negative
1533312,How ha your morning been so far ?,positive,positive
612806,"last class for the week ... 1 week down , 5 more to go .",negative,positive
480302,"Gah , spent all morning trying to get this WAP in Crozier to work , still being an asshole though .",negative,negative
981596,"May 18 birthday - Big Joe Turner , American blue singer ( d. 1985 ) [ Shake , Rattle and Roll ] last bday for today ?",positive,positive
169196,"I so agree with you we have been married for 7 yr , and this is our 6th move BLAH ! ! !",negative,negative
745719,My hope of a permentant position are quickly dwindling . Round 5 begin,negative,negative
898996,I think I hurt Grooveshark autoplay 's head . It 's jumping back and forth between video game/OST and hip-hop .,positive,negative
274805,im sad ... mom had an accident ! worried about her ..,negative,negative
1460155,"right now , total jetlag . Need to get on UK time quick before week begin How about you ?",positive,negative
497617,Studying For Exams,negative,positive
1378708,"cheer ! 'over here ' a in europe ( Norway to be presice ) , I found the boxset in a polish webshop this morning , hopefully in stock !",positive,positive
611451,in work having my break . So busy today - literally have n't stopped since i started at 2 - roll on 9 - my foot hurt,negative,negative
1360070,started playing red faction,positive,positive
1426254,"it pretty much why i speak out on epilepsy , because by helping others . I help myself selfish but in a good way i guess",positive,positive
517043,Am several day behind in email . And ca n't make a dent tonight because of this headache,negative,negative
1386502,"Ha-ha ! Hey Ben ! Where in Australia are you staying ? I have family there , if ever I stop by . I 'll come visit !",positive,positive
431691,"people round my house drinking , but i 'm tired and want to go to bed",negative,negative
591948,being sick just suck ! ! ! ! ! ! ! !,negative,negative
303458,no one is signing up to come talk ? the lighting on this webcam suck anyway ...,negative,negative
838536,just wen for a walk in the sun and had an ice cream i love the sun,positive,positive
890167,is enjoying a lazy sunday,positive,positive
1345755,"hope you had a good time last night , we were glad you could make it ...",positive,positive
1485777,is going to vega for her bday,positive,positive
1200587,The smell ha subsided ! Yay for open door,positive,positive
735301,HAS JUST HAD A SPIDER ON HER HANDD ! ! oh my goddd it wa brown and i dunno where it went !,negative,negative
1107515,about to get her workout on ! then going to lunch with the girl ... then lounging by the pool with her boyfriend !,positive,positive
1221169,"REALLY want to watch The Bridges of Madison County right now .. Last full week of school ! School , work , then target with the sister .",positive,positive
1166841,and DMs back at you again ! ( sorry there are so many of them ... ) hope you 're having a lovely day .,positive,positive
1039563,my first tweet yay ! haha i feel so .. 22nd century . i like it . it is the 22nd correct ? whatevv going to bed .. goodnight twitter world !,positive,positive
1477141,"this is for never ever ever getting back at you like i wanted to , ohh this is for everyone who breathes . & lt ; 3 school boy humor ( ;",positive,positive
337099,tweeting at meeting number 2 out of 4 for today . I wish i were at Tedxkl,negative,negative
1377181,it wa funnn .,positive,positive
339249,people constantly dissapoint and anger me,negative,negative
1504811,I have been painting for 2 1/2 hour and I have a SERIOUS headache ! My parent wanted me to go to bed an hour ago but I snuck downstairs,positive,negative
655436,inaperfectworld I could eat anything I want and actually LOSE pound instead of GAINING them,negative,positive
703537,I ca n't go to del mar fair,negative,negative
1294845,playing Matt Giraud 's You Found Me now and my bf 's singing on the other line,positive,positive
1096110,Yeah I like Diversity ! I ca n't wait for the final,positive,positive
1137311,Yes it is ... Thanks for hanging out with me tonight . Definitely will do Wonderland ... and anywhere we can have good wine ...,positive,positive
1081254,that 's some expensive memory ! ! !,positive,negative
280425,a this friend ha no name ( sad face ) LOL FRIEND ! ! ! ! !,negative,negative
103008,I just realized I missed The Birthday Massacre come to philly .....,negative,negative
204378,that night at the museum isnt a good a one !,negative,negative
376343,just got up so much homework !,negative,negative
1450669,"Who would 've thought that flyer hat were so cute , vegan burger were so delicious , and that red haired lady were so entertaining .",positive,positive
531488,"Snap , I totally wish I wa rich right now .",negative,negative
1224310,Had to come back to work to rest from all the yard work this past weekend Ca n't believe it 's the first of June already !,positive,positive
519738,Dynamite Diva is in a bad mood ... damn flower still NOT here ... SO F * * * ing angry and it not nice to see ( and hear ) a Lady swear,negative,negative
1155291,"Watching Greek , wishing I had a big pizza next to me . So starving . I love this show though",positive,positive
913138,"AWESOME ! It feel very fulfilling , doe n't it ? I 'm gon na work on SOOOO many people over the summer ! Totally excited !",positive,positive
589692,mine went away ... im sorry yours hasnt . i hope it will soon ..,negative,positive
42976,i have n't seen the movie yet,negative,negative
1241082,your welcome chick . Duh your beautiful in anything you wear . Have a good day and do n't let no stupid girl get you down,positive,positive
1419609,the puppy ha been named pooh,positive,positive
515736,I need my hair to look pretty for Thursday and Friday but how will that happen when it 's supposed to pour outside ? !,negative,negative
632236,math can go jump off something HIGH ! can not stand it . here 's hoping i do okay on it tomorrow,negative,negative
1351088,comcast ha always been very tolerant of it . doesnt say anywhere in dress code & quot ; no crazy hair & quot ; make me like them more,positive,positive
1399204,"I 'm heading to Europe in the fall , I wonder what Nokia I could try while I 'm there ?",positive,positive
60034,"That 's gr8 Marie , I hear you about the worker , @ the ned of every school year , we lose worker that & quot ; Try something else & quot ;",negative,positive
1308623,The novel is at 26 thumb ups ! Thank you so much guy ! Please be sure to tell yur friend about it if ya like it !,positive,positive
1347160,Today I managed to fix a java problem that both my bos ( IT Adviser ) & amp ; a Network Support guy could n't . I did a dance . Boss wa impressed,positive,positive
563552,I hate karaoke . That 's definitely not my kind of music .,negative,negative
255192,ca n't think up diabolical way to steal your 'erries,negative,negative
138083,I just had the best time everrrrr at goodbar ! ! ! im so sad the night had to end,negative,positive
799357,"like the guitarriot shirt best , but is a little disgruntled at having to choose only one . rocketriot",negative,positive
335994,ewh got up early this morning thinking i had to go into school ............... i do n't not until this afternoon,negative,negative
983703,"Dinner wa sooo good Downloading , 'the hitchhiker guide to the galaxy ' I have n't seen it in aaaagggeesss Haha : p",positive,positive
720892,I 'm reaaaaaally sick . And the hell that I do n't want to be like this now,negative,negative
249521,"my car is not working still ! ! Actually , it is but too scared to drive because what if it stop out of no where ! ! HAHHAHAHH",negative,negative
215155,"Listening to Hairspray soundtrack just had to put work shirt in wash , dont wan na go back next week",negative,negative
309727,.... my punishment and make it an excuse for him to SLEEP . Well ya know what ? Ya know wut Chedsy ? FECK YOU . He should be awake ! !,negative,negative
398227,i know wednesday for me too ! ! yay ! ! ! hey did u know that JB 's youtube got suspended ?,negative,positive
216030,I have no interest in the spymaster game . No time . This is now a bad a facebook apps .,negative,negative
297934,JUST when I wa about to comment on how great the walk with the kiddoes & amp ; the dog wa too !,negative,positive
375683,My foot are hot . I can not deal with hot foot . Uuuugh .,negative,negative
1334665,I 'll just have to listen I heart you Online ; always make me smile,positive,positive
509161,doe n't know what to think anymore . i hope this doe n't change a thing .,negative,negative
1037615,I love people that get excited about how they are the creator of all they survey ! Victimization go out the window .. create your life ! ! !,positive,positive
1002727,"good to know the taping went well , hope the savouring did n't take too long ! !",positive,positive
428816,Fuck . Fell asleep at Shaun 's house and missed an episode of True Blood .,negative,negative
806734,"I got the OK to replace the carpet in my room with floorboard , yay I plan to buy them next week",positive,positive
760540,waiting in the train station cuz i missed my train,negative,negative
1544907,I 'm cleaning in peace while the dog are napping,positive,positive
1542119,"I would love to see Def Leppard , Poison & amp ; Cheap Trick in Wisconsin this summer ! That would rock ! !",positive,positive
237526,I do n't understand why people steam vegetable,negative,negative
125070,I have a headache donï¿½t have to go to school .,negative,negative
1354323,If i could keep one thing in the entire universe the same it would be my family and my best friend Love you ( via ),positive,positive
464014,cashless paying in Germany still fiction I mean who pay a 72â¬ metro ticket with a little sack filled with coin ? stupid !,negative,negative
405975,going t o the movie with my best friend mary ! ! wich doe not have a twitter,negative,positive
710793,Someone came by to test drive my truck . I 'm going to miss her .,negative,negative
702248,Hey hday . thanks for the invite . We 're getting ready for the wedding and whatnot . It 's at 5. and i think we headin out early tmrw,negative,positive
1342820,I 'm just the average girl-next-door who sits outside playing guitar for no one . Wishing there wa a crowd . & lt ; 3,positive,negative
830290,Thanks for the link to RSPB garden enjoyed looking through this today and lot of help,positive,positive
389314,"i give up , tennis . i give up .",negative,negative
40689,App Store is incredibly broken right now . Release date is all wrong ( look like update date ! ) and flooded with SlidePuzzles,negative,negative
954842,actually I do . I 'm just pretty firmly at one end of it . a some must be if it 's a continum,positive,positive
1477423,"try standing on your head , then you will see what you will look like when all the muscle start going in the right direction .",positive,positive
306566,"The p & amp ; a nickname ? Yea , because of him - but I guess I see where he 's coming from !",negative,positive
1054380,just got back from lunch with her baby,positive,positive
1412728,Just got done posting the new fav pic of Rachel .... she is so rotten but so cute,positive,positive
1048859,"oh thanks ! that 's my neice ! she just celebrated her 1st bday - such a cutie , that one !",positive,positive
132296,"Still looking forward to London on Sunday , even if it mean no colour",negative,positive
61357,"pity , cuz on Deezer you can : but load of song blocked there",negative,negative
1006556,"I 'm back I enjoy analyzing poker situation too damn much to just quit for a long time .. it 's been like 4weeks break , time to roll",positive,positive
1345729,is doing what she doe best .... writing ... and loving every second of it !,positive,positive
171969,My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but ca n't find one in our small town,negative,negative
1260902,"- aw , it 's so awesome you got to meet them you 're looking lovely , m'dear .",positive,positive
1453253,"ca n't wait ! ! ! ! ! ! ! ! ! ! When you guy coming back to Dublin , Ireland ?",positive,positive
295570,I love lady gaga . Susssssshiiii . I wa sad no keeping up with the kardashians were on last night on E !,negative,positive
1578846,"Morning all ! Another day started with Handy Manny & amp ; struggling to get my little boy to eat the weetabix he asked for , fun ! !",positive,positive
1583013,"What a night ! ! Lets not forget the fallen 16/06/76 hero without them , we would n't be a free a we are . Happy Youth Day ...",positive,positive
1524055,I do n't wan na ever love another,positive,negative
26978,we 'll have to have another girl night of fabulous and fashion !,negative,positive
1474602,two donut in each hand and a large glass of chocolate milk what a lovely way to start off the day,positive,positive
408365,Damn I thought the game came on today ... Misread espn,negative,negative
248699,"So , is the plan to wrap her in ice pack so that the fever will break and she can get to Bball camp tomorrow ? ; )",negative,positive
955403,If you want 2 ! ! Sundays are lazzzy day and are a day of rest,positive,positive
41944,i agree with you girl ! i wish that miley answer something on twitter to me . but she never answer,negative,negative
380264,so jealous of boyfriend 's new laptop . warcraft look A-MAZ-ING on it .,negative,negative
546098,my boo is in Florida i miss you soooo much baby,negative,negative
344227,NY is humid and rainy Ca n't wait to go back home ! ! !,negative,negative
722751,party wa shitty,negative,negative
35101,I am so sorry for your loss Thinking of you ..,negative,positive
801726,Opps I meant & quot ; summer vacation & quot ; I had the cassette tape,positive,positive
819796,17 again wa soo great and awesome ! now it time for homework ....,positive,positive
123691,Pissed my internet is acting up . I 'm trying to read midnight sun .,negative,negative
1070631,yeah I should just punch her in the face . But my hair look pretty good . So maybe I 'll come back but not on a friday,positive,negative
643413,"Yeah , but I 've visited it site and lotsa people said they got problem hence it became useless",negative,negative
1123291,"Day one down . 49 year , 364 more to go",positive,positive
805317,to fucked to have a shower yet might watch some skin first,positive,negative
690229,ca n't stop thinking about her,negative,negative
1077021,"So this is how my week went ... Dentist , my work got robbed , co-worker were jerk and now I have a glass of wine",positive,negative
6492,need to get ready for work,negative,negative
