ID,text,label
2241302,thanks for the info damn it i don t have the to go to vegas,negative
2914162,sending out emails about mountain avenue bridal having a huge sample sale this weekend,positive
846841,"I am thinking about Mass Control and how cool it it's going to be? Really pleased have landed in US, it's actually happening",positive
1506867,@jlaes Check through the reviews a gamerankings.com aggregator? There have been some for sure that score inn/orig... can't remember which,positive
2870049,congratulations x,positive
263191,stupid teacher took my fone,negative
2264062,i need a stunt double gary had the nurse call me at this morning wondering where i was sleepy,negative
61038,Trying to figure out twitter,negative
226222,U and me both @songzyuuup.  &lt;~MISUNDERSTOOD~&gt;,negative
1812093,just got home from the movie it was great altough it made me sad that rexy didnt appear much but oh well it was cooooooooooool,negative
161809,20 mins from BEJ to Semanggi. Traffic on Friday  *siggghh*,negative
470443,people judging other people are heck of a sh*t!  they aren't perfect anyways!!!,negative
1463460,@cass_o_wary cant argue with that logic  ooo,positive
1205240,"@violinistliz you already knew that, babe.",positive
2980986,hey ashley how are you i can t wait to look at the pic,positive
1962737,it s such a nice day today but if only it were degrees warmer i miss summer,negative
3032983,baby making with someone who has the letters k s i r t in her name,positive
1122750,@CinnamonCain You relax that back into submission! The world will wait for your domination another day.,positive
1283294,Enjoying Taking Back Sunday's new cd New Again. It's pretty good.,positive
1361549,"Going to the gym today. Not looking forward to it. But hey, bright side: I'm spending time with the BFF tomorrow. Should be amazing.",positive
599360,Can't believe I turned this down  http://www.tvsa.co.za/default.asp?blogname=shugasblogiwood&amp;ArticleID=11942,negative
832178,@TomFelton ive seen YOU play at wembley stadium,positive
1096905,"@bonsiroot ha, ha, good on yah",positive
2794832,more day til the seattle show woohoo bring on the curty p slap bracelets,positive
2424609,we should dress up rich and go and test some monsters while shamelessly toying with the hopes of car salesmen,positive
725808,"surfed maui, but thinks she aggravated that rib she bruised, surfing in Oz a almost 2 yrs ago",negative
246024,I actually lied and said I had to go in to work to avoid her. Now I sit here. Don't want to work. It's sunny. I'm hiding. It sucks.,negative
813968,"Yankees lost their first home game at their new stadium, conceding 10 home runs ! wow ! Wish I could have seen that hehehe, (Boston fan)",positive
657106,is missing @meiem already,negative
2049487,grrr at msn last night hardly anyone was getting my messages properly and then internet messing up just cba with it,negative
2272604,u r not following me so i cannot dm back at you,negative
3065885,we r like mac amp cheese im th cheeze of course fish amp chips and so on i ran out of amp s hee luv ya drew,positive
1252530,@greedygrechen I stayed off twitter all day and got SO much work done. But it was not nearly as much fun.,positive
392416,I wish there was a FMC tour stop in Nashville.,negative
1735821,pff what a night soooo tired,negative
2926134,tea with no biscuit how inhumane i think we need to get amnesty international in on this hang in there mate be brave,positive
1562802,"Game night  w carly, sean, mike, kelly, and @CaitlinClarke",positive
1978554,great too but i miss kage fucking hard night sweet dreams,negative
2069975,nevermind i though the voting might not be open yet but it is,negative
530945,"Why does it feel like Friday? It's only Tuesday! Stop messing with me, head!",negative
2209970,i thought rachel maddow did,negative
2984209,off for the night today was excellent,positive
1950265,as soon as i get done so if i work fast enough probably like a week,negative
1705535,too itchy to concentrate i think i should go mia again feels like time is running low for more finals this week,negative
775252,Sad. Lonely. Tired. Unsatisfied. Not a good night,negative
1822087,verrrrrrrry nice choice loved the movie but some parts made me very sad,negative
1569281,http://twitpic.com/7ivps - Monday night jam session,positive
1296324,@Jackietron I love the arcade fire,positive
229847,SCARED SHITLESS BY SWINE FLU  It's Gonna Be A Long 4 Months Until That Vaccine Arrives....,negative
9473,i had no one to play with me at the park today  hopefully tomorrow isn't so lonely when i attempt to play basketball...,negative
348569,@dani3008 my mum wont let me go im really sorry  its just cos of the money. we might be Â£400 worse off as of next month so ya know,negative
740480,@tommcfly no lamb revels then  x,negative
1447217,its official i want a nikon camera  get all professional and what not.,positive
1762419,ugh the delivery was postponed shes not having the baby til and i ll be at work,negative
2029986,ooops me thinks the explosion has just blown up,negative
904591,"@dandineen I am UCE, I did my PGCE there   went to Leicester for my main degree though ...",positive
1801504,i hate getting outbid on ebay rss items to go through boooo,negative
1965863,my house is so so so cold i hate winter at the moment,negative
655949,Its friday night and i dunno wht to do! Would like to watch new movie &quot;Drag me to hell&quot; but noone's comin with me,negative
2232223,still waitinq scared a little bit,negative
1041528,i looooveee youu,positive
120156,off 2 sleep got class manana,negative
334398,@Tehabyss so jealous! Thats my fave! But i have to wake up in 5.5 hours.  Have fun!,negative
2775553,no point my car runs on diesel,positive
2556121,i vote caitlyn nice name but easily shortened remember you must be able to scream the name at full volume,positive
2721076,hi everybody how are you doing,positive
1574818,"@Shergmeister haha! Bragging your awake one minute, asleep the next",positive
921342,Happy Mothers Day to all the moms out there.  Will see mine later today.,positive
2291640,me too i was so upset that eli stone and pushing daisies won t be returning this fall,negative
3018137,ahh this is happiness,positive
95376,"Omg. My stomach hurts so bad I can hardly move. Feels like I have a side-stitch, too.  I HATE being sick.",negative
10805,I need some hangover remedies. Currently feeling a mess,negative
1810188,still haven t seen yet this weekend,negative
2777955,seriously that s you awwwwww,positive
1997226,alyssalaganosky can t say that i actually want to be at this party,negative
131302,I'm so tired  I'll make it though,negative
414425,dad is getting a blood transfusion right now since he's lost so much blood from the colitis attack. poor pop,negative
1962940,currently some art gallery watching ajazz band feeling suicidal come onnnn tequilaaa i m mean,negative
2071302,last week drove in mins inlondon,negative
1912810,ok not really praying cause i never pray but i m thinking on them the line of live is so thinny sometimes,negative
658031,@TVFanUK not a money week for me  x,negative
2041644,dammit they lost,negative
3098559,no but you made the top probably,positive
350318,"@kshepherd Man! I don't know how you guys are doing it, 'cause I totally fail at it ...",negative
1291080,@isabellaitalia haha. wmang dy bikin bingung apa ? sorry kepo. just tell to your manager. waakwaw,positive
2398126,i care pete for saving the whales don t give up you can do it,positive
934715,Omigosh. 10.5 more hours!,positive
988506,@digitalcampaign speaking of which I will be heading down to newcastle tonight...will be funny to see their reactions to the fulham game,positive
1520582,"@psanwikarja Nooo i can't... i love #twitterrific..  i will just hold it out for a few days. It's already fixed, just waiting for approval",positive
2638693,i decided that i m going to make a bunch of mix cds,positive
2025029,awh dear what kinda weird though i was feeling wierd earlier think im too tired,negative
286798,Justin.tv live E3 stream is really suffering from the 20K viewers,negative
1859296,queso when your gone,negative
2967523,hey mac my bff kimi is wondering how old you are she s a huge fan of yours,positive
1959017,i had boatloads of sharpies and i didn t go sad sad sad sad so very sad,negative
1375460,watched the movie up! GREAT MOVIE!  i want a talking dog sooo bad! lolz!,positive
2819999,tears taste salty,positive
775039,"Oh, no! My church won't host a VBS this summer due to lack of budget...",negative
1036231,So excited for monday is going to be amazing.,positive
1996532,this is my last tweet see u tomorrow,negative
1952148,lmao yes quite but wait then they might shut down twitter completely arrrgrggghhhhh nnnnooooooooooooooooooo lol,negative
1784407,not i because they re not on sale in az,negative
849098,"10:03 off the new Doves album - this song coming to you in a football/Top Gear/Hollyoaks musical montage soon, you heard it here first!",positive
120132,@peteyorn I didn't feel it.,negative
556667,I have a tummy ache,negative
2418432,lmaoo looks like you ve got a stalker u should be flattered ahahaaa,positive
2901946,i love adam sandler movies,positive
1922041,no internet at the new apartment until next week just iphone,negative
354854,"@mmmonkman same here  Ah, how come stuff to do piles up so quickly X_X",negative
1614262,oh hi guys just woke up again i hate being sick cause all i do is sleep,negative
1527270,7:15p: Had soumen!!! And yukhoe! It was good. Then we went on FM Iwate's live broadcast ãMAX WAVE SCAPEã?. Kenzo's doing great  Thanks all!,positive
1218649,@hellofira thanks for following me,positive
1581103,This is kind of cool,positive
776271,@thomasFRSH but i love shik do rak,negative
2019365,hm ashley tisdale jonas brothers demi lovato follower me really i dont know,negative
2405057,heyy nothing just hungry you,positive
2007595,night im sad people my quot bffs quot leave me out of everything its like im only their friend when nobodys around,negative
3065662,haha i was typing out a reply to him saying you were up for it then i realised you cant really if you re in america,positive
2523991,nopee the security people were laughin,positive
1031385,@heathermholman I know me too!!! Gosh he deserves this so much  I cant wait to see them together :]]],positive
81747,Owie!!!!!! MY head hurtsssssss,negative
2786525,soon going to a quick visit to a friend but first i have to finish the exampaper should really clean the apartment some other time,positive
752353,called in today but was not able to enjoy it being sick,negative
31612,Why am I not looking forward to my birthday at all?,negative
974952,#auscert is anyone else spoiling their dinner by eating way too many free mentos? Mmmmm. Mentos,positive
1649686,if it ain t thing it s another i neva stop praying for you hopefully this weekend will be a little calm gmourning,negative
733953,"somewhere btwn riding my bike, playing wiffle-tennis, and the baseball game yesterday I got incredibly sunburnt  just now noticed...",negative
1225433,having a cup of tea and still tryiing to figure this &quot;twitter&quot; thing out...(guess i need my techi son again)  going to New Life today,positive
1253924,"@FzMcFadden No worries, was looking for some retail activity  Thanks though",positive
2868593,may be he makes up for talking by walking around,positive
613756,Facebook mobile isnt uploading my pictures,negative
55841,@dmaeJoNas But I want the real miranda to know who I am,negative
2001222,fuk i hate this feeling i know i can t keep him from missing his dad amp it hurts soo much to see him sad i can t protect him from that,negative
2902316,till tomorrow when i wake up which is generally late in the day,positive
57556,"@dukesofdaville ric, you suck for changing the plan.  dude would have been gone by now.  thanks for nothing, old friend!",negative
1789749,goooooooooood morning my asos isn t here i paid   extra for it to be delivered yesterday ffs lolol,negative
2715386,yay good to see you back with your guitar prof,positive
2038858,with a lot to do for my new apartment and the time and weekends are not my friends,negative
1000488,Tonight was a good show. I still love listening to ownage.  Britlee &lt;3,positive
2420789,toni is going out with my stunt double,positive
589117,nothing is going right today,negative
2466238,and what a scary reflection it was thought you were going to wizz your pants,positive
994582,Sixty-two degrees! Feels great outside. How did we get so lucky?,positive
806193,@zachbraff Happy Birthday.,positive
270567,@Jazzor i am appeasing today  history is the worst to revise for!,negative
449742,back to schooooool tomorrow,negative
956001,"@robwatts Hey Rob, your welcome, my pleaseure, looking forward to your posts",positive
25784,Has her last last assignment of her degree to do today.  Then... unemployed,negative
896881,"i don't even know brandon but this here twitter shit, yeap. it's growing on me. i dig it  &lt;3",positive
888877,"@bomberman61 No, you sir, with your angry italian ways, make me happy.",positive
698931,@cuntrina  cheer up! we gon eat some good good real soon!,negative
2961806,shopppppping w my mommmmy,positive
1370475,@kojieumesmo at least we've got fun 'n' games!,positive
1670568,so disappointed really wanted to go the audition but cant now argh fml,negative
2737251,have fun moving thanks for yet another addiction lol,positive
589026,ROBSTEN i miss U,negative
379888,@Grissay kinda i shoulda seen u instead,negative
1714859,ugh hungry,negative
1805460,spent the first half of my day brunching and visiting with friends now it s time for some serious studying i d rather be at the pool,negative
639158,This evening is so rainy!,negative
109321,@marleymuffin we had a blast!! should have helped you clean up some of the mess before we left  Happy Bday Miss Marley!!! We love you!!,negative
175791,Almost made it to reading comedy outlet. Headlining all weekend. Only took me 2 extra hours with traffic. Basically doubled my time.,negative
1020916,@ravylesley maybe he got hungry,positive
1717019,everything okay with the earthquake im hella sick i think i have theflu,negative
1339320,@frenchtoast1 uum..i donÂ´t think it.itÂ´s brandonÂ´s voice.i think it is. who can have voice like he?,positive
1034470,@brandonlk I guess not. I'm not into a lot of things. I can be an ignorant beeoch,positive
1048483,"had a lovely afternoon picnicing, playing frisbee, and revising in the sun",positive
2226223,taming down a bit i might take a quick try before i get changed jeanette here around she says my camera wont do macro,negative
14326,@livy_rose_y i have my confirmation wednesday but seriously it was soooo long today haha like 8 hours.,negative
1693904,like i told lala i m sorry about the mavs game i was there saddens me we still have ppl like that around god bless,negative
2445493,yay we were glad to be there,positive
941199,"@aschernathan http://twitpic.com/55bmh - A man with many talents, I see! Love the pic",positive
821493,@salspizza Problem is if i start  there wil be no beach walk tomorrow LOL,positive
631163,At Just Jacks aka where ya'll saw me blacked out in my sailor costume. Cute guys: check.  MU Jacks feel: check  Nick Carter: uncheck,negative
2922620,on the road again great weekend ahead with great people,positive
2846992,biden said that or your kidding,positive
106985,im obsessed with star trek  this is sad.,negative
3119194,he got your attention with that email,positive
1618551,i miss hanging out with you too,negative
1918880,meeting up with hubby xd which i have to do now,negative
30736,babying a badly concust head,negative
1708712,eeeeeeee anyone have any ideas what i could do today im really bored oooooohhhhhhhhhhhh well yawn wait im not even tired,negative
2747577,ok girl send me your address to my email,positive
1485582,@LVWJoshBell would love to set a time to meet ! I'm there Tuesday - Thursday,positive
1114042,"@bostonwriter aww such a cute post-surgery pic, she looks like quite a trooper in her neck floatie.",positive
1607017,is missing her luke more than she thought was possible roll on pm,negative
2823075,studied with yaya i hope we do better at dance lt,positive
1600250,damn i am so late at filling this appraisal form people have almost sent it i was so occupied in work,negative
1273903,@leedaniicaa going now (: are u still gonna be up? i'll txt you lovely,positive
2348334,why doesnt get on twitter anymore,negative
2853671,no puffy face im goood,positive
1060707,@tommcfly tomorrow you'll have a lot of fun here in Rio,positive
498502,1 away from 100 followers. Problem: 75% are non real tweople.,negative
2563987,happy birthday to youuuuu,positive
2699134,have a great and blessed sunday,positive
3074172,and yes im on my way to steal your cat hope you dont mind,positive
2287983,just cos my internet died on me you dont love me no more,negative
2511923,boy that was totally right pleasure to follow you,positive
2148968,why must you make them so damn cute i want all of them,negative
852667,@liquidwings good to hear  we are all here for u!,positive
85487,Off to work now,negative
3030752,just saw the hangover couldn t stop laughing,positive
1061034,just spent the last hr playn pro with izzy n a bunch of strangers!! Goodtimes!!!,positive
945913,"Harry potter, harry potter, uooh, harry potter, harry potter, yeah ;-) harry potter uoh harry potter, harry potter that's me!!  hahaha",positive
3126484,Get rich quick as a criminal #capitalist. Steal your client's products. #Apple #technology  http://t.co/kUgHhrehpF @apple,negative
1095572,@Stev02008 yes defo.want stavros flattly or flawless to win.any plans for today.lol,positive
653525,"@stephaniecea No, no, no, not at all! I hate her  Haha",negative
2121946,could someone please fill me in on the cmt awards i missed it,negative
2369381,another day another coach load of brummies,positive
1983253,ya tuu vida y tu me importa un pinchii bledoo it hurts but i can t be bad anymore,negative
2123665,getting sick before vacation grrrrrr not too happy about this folks,negative
2187680,just woke upp and carlo i miss you too muchoo but i wont be able to see you until i come back from jacksonville,negative
2086282,i haven t in ages only working this thurs closing because jean requested it off but yay job,negative
3085181,tonight malbec wine amp a movie,positive
2628890,is exhausted the party has finally stopped now back to plotting and planning,positive
2473856,these girls make me giggle twinz twinz godda hit up the bbq in a few,positive
494431,@mrsxjonasx26 ohhhh...you didnt win??? im sorry,negative
550465,"I will b there friday, I wont b contagious anymore but how in the hell I'm gonna not drink",negative
2177998,omg aiden is wide awake n i m dead tired,negative
853469,at the moment all the addiction I need is a scotch grrrrr and a map,positive
166225,So many wires to sort out,negative
2449322,let s all buy an airbus a let s do it,positive
2565927,epicfail,positive
746657,@ourladyanna i'm glad you had good dreams...i had terrible ones that woke me up super pissed off....,negative
1639816,stop being lazy i want to be off with you unfair,negative
487464,"just caught up on 2 hours of casualty, now onto the hills. missing london",negative
2395552,thank s hope you ll enjoy the bbq,positive
1688053,i feel ya sucks that you can t have the day off,negative
1148112,@itskatherinefox I understand  and good! Happy happy happy  I so hope were going on a cruise!,positive
706047,@macNC40 ME too!!  yall get your shop on for me haha,negative
977329,@V_Simmons hey doll! are we getting another season of DG..ps. i freakin love your style,positive
1713776,you are so right she is a wonderful young woman i will miss her lots,negative
36350,Bored in Social Research. Have A Lot To Do In The Following 3 Weeks.,negative
844610,@Eyglo just finished shopping?  let me comfort ur hands  hahahahaha,positive
1616180,yeah because when ever i try to use my iphone on wireless no work geekmeet,negative
1657751,is not looking forward to work tomorrow,negative
3110650,first day back in the studio yesterday voice is tired but tracks sounding great,positive
235762,Just dropped my iPhone on the patio floor! Scuff marks! Nooo!!,negative
2492073,awesome best of luck to you thanks,positive
1671131,dohhhhh gosh that sounds good right now even though it s a m lol but i didn t eat dinner last night either,negative
2606303,who represents american s center i do of course,positive
178008,@vickytcobra i'm sorry your day wasn't so good  does it make you feel better to know you're beating oprah on ms twitterworld?,negative
2436787,congratulations good luck,positive
2235329,yep there every thurs friday and saturday unfortunately he s married to the owners daughter,negative
1157284,My jokes are`nt funny and I guess you should FOLLOW ME.,positive
1439382,Street fighter 4 before dancing...a good sat methinks,positive
2527219,see you tuesday,positive
1225633,"@lumpuckaroo That's great, James. It's rare for blind dates to work out so well. Good luck with the next two.",positive
2803822,thanks imo it s one of the best addons there is for firefox,positive
1069837,I want to go see Up! ps. Bamboo Teri House is bawwwwmb,positive
1246712,Training staff.,positive
2121065,dreading friday i hate confrontations that end what i thought was such a good thing,negative
1017501,What a beautiful day!,positive
2892988,home that bcc thing was coo kayley that hoe i was talking about turned out to be really nice i had a nice chat with her aha,positive
350078,Somebody broke ehow,negative
704570,@lindaknox I know it's tough and stressing moving a business as I'll be doing soon too,negative
2984009,free stuff i am looking for a fixed dog under lbs halifax free hi i am looking for a fi,positive
1306001,@DYNASTYLA24 for sure! I love em   we're both excited and nervous can't wait for game to start!,positive
1847336,went to the beach stones as far as i could see my butt was numb from sitting on the stones and it was really breezy with tons of flies,negative
1770305,wow that had to be difficult,negative
2555045,lol oh well aslong as i can be of service,positive
397846,Bored as fuck!!!! Nothing to do over summer break,negative
2321082,that dc metro tragedy is horrible praying for victims and family,negative
391098,was hoping to take princess 2 doggy park...but hubby changed his mind,negative
1452963,Is recording today,positive
2471036,foto,positive
2225688,ich hasse deutsch i hate german it s too much to learn,negative
1445201,omg I havent heart &quot;The Superjesus&quot; Secret Agent Man in Yearsss  ahh the meomoriesss,positive
1405126,@TheBudgetnista nice Budgetnista!! That should be a great &amp; exciting trip. I want to go!!,positive
1937943,yeah it ruined me too,negative
2221227,u know something i really really want to nothing beats an icy pint after such a day,negative
1838021,math and history exams tomorrow,negative
1787550,i never got to understand frenh or german,negative
2797578,me too restarting now,positive
8749,@truenaughtygirl NO SHIT?!?!?  *sad*,negative
285529,Really wishing I had a day off to read tweets/news/blog posts about #E3,negative
683440,Nevermind. I read you can't get that till later when AT&amp;T gets it's act together dangggg.  LOL http://tinyurl.com/m255k4,negative
1436686,@rodeostore LOL! Anything else Captain? Just lay it on me....since Im already SO EXCITED to go!,positive
1438765,wondering what to do today.... might go visit my sister,positive
1730602,just woke up im still sleepy,negative
1811359,sad for all the right reasons this time,negative
2401210,pastor it was a privilege to serve your love busters drama series have a good trip looking forward to your next blog post,positive
2502699,quot they re like the black asian group quot lol,positive
2267370,i knewwwww you would say something like that its my webcam i can t turn it,negative
837278,@rufeo I want to come even though Ate Nae isn't making coffee,positive
2514803,he lives in lakeview,positive
1743047,last day in florida outside enjoying the day,negative
59806,"@Record_Attempt nope, well i do live out the way of everything, as i live on the coast, we aint even got rugby team  lol",negative
997040,@Matt_27 i'm just going dark again  don't worry!,positive
2228356,awww lucky youu,negative
1576171,Bitches made me happy tonight! Yay!  Soo gooood night!,positive
330135,two MRIs tommorrow +++ two shoulder injections=,negative
2938480,i m constantly amazed at how similar our day to day lives are bev good to see you x x x,positive
1341152,I uploaded videos from last night  check it out! http://www.youtube.com/britamore,positive
2709362,thought the summer ball was awesome well done everyone,positive
3031306,that s just because she trying to figure out whether or not to call or to save the money and drive you to the er herself,positive
2020989,but still only beds and the rd bedroom is ft x ft yo hates it soph s sleepi takes up all my door way have to gt gt,negative
631479,wishes she could go to REPO this weekend.,negative
1384251,"well @hortovanyi best to set a plan in place and follow through. In fact I should do that also, never been outside of US",positive
2070495,i wanna be in holidaaaays i hate my school ohhh i wanna go in your city just if you want of course do youu want loveya,negative
3090063,chill ka lang you have two and a half months to go you can do it,positive
1200799,"@burnbright g'night, hon!!! happy fic reading tomorrow",positive
2248272,ahh why am i not in boston,negative
721683,there's no stars in providence,negative
2888358,in the car again but this time with stephen too,positive
913338,"mothers day, happy mothers day mom",positive
726730,Fuck I do not wanna work,negative
83895,Mighty sore from paintball with the cousins. Rusty got shot in the head 5 times,negative
2067668,guhhh wishing i was at d land with the fam,negative
2709233,loved the movie quot once you open your door to one person anyone can come in quot,positive
837253,- 1 follower WOW!,positive
1553089,"i'm such a good prankster  summer, you totally fell for mi prank!",positive
2127686,hmm spoke too soon yup the rebuffering has started sigh,negative
689588,Wasted a entire day yesterday. Back to work today. I think I am getting to old to party after bedtime.,negative
2439757,myspace deleted my mikealis pics now uploadin em all again but im almost done,positive
1263750,"@SamanthaAguilar it's been a rough couple of weeks, but I'm baaaaaack!",positive
2540190,time for a cup of tea and fruit bagels i m going to turn the day around,positive
2577905,one two three four tell me that you love me more,positive
321328,The weather is too hot  and it's not even that hot!!!!!,negative
21464,@joszem I know it really sucks,negative
990485,@michielveenstra Nice  I'll be listening as always!,positive
1868548,starting school tonight class is hours long gtting ready for a hour day,negative
1754672,going bed since i m getting no love on here g night yall,negative
2834146,yay kel you re my hero lt,positive
1602081,i think my email domain is being blocked by akismet,negative
1383289,@megspptc good job on unwritten,positive
1368059,"@NikkiLynette haha... yeah, quin did that too...",positive
140104,"Sami Hyypia has been talking about the leaving of Liverpool, sad to go but no regrets: http://tinyurl.com/pc4dyy We'll miss you Sami  MatO",negative
2360596,trying to fix a tb lacie drive blue light keeps blinking and it wont mount on desktop hardware trouble,negative
1039819,@Markazn it's a boooommmbbb movie,positive
2936120,wondered about voting slips too we reeelly ought to know this ya know former blue chip slave never looked back,positive
1160839,@anticlimatic Devy! Omfggg! I FINISHED!,positive
580539,So I'm pretty much feeling like getting a Bachelor's was the worst idea EVER. Should have gotten experience instead,negative
957511,@AkouAuto thnx! I'm honored!,positive
2514204,omfg i got operated and confined so last night kakalabas ko lang from hospital,positive
2105996,sick today thank god for theraflu,negative
1600045,yay i m happy for you with your job but that also means less time for me and you,negative
194326,Bored to death..wondering what to do..think i will stop procrastinating and start working on the review,negative
1175332,@batbuick mental note... Don't invite you over and leave you unattended,positive
2493815,lalalalalala quot we didn t start the fire quot billy joel i know most of the words hehe,positive
1599979,In the garden,positive
1909984,i hope your day gets better bb as a side note i wish i could go to the beach whenever i was pissed,negative
1638454,what if he had nightmares while i was gone the babies are both back asleep now but i m distressed over whatever just happened with him,negative
1989006,at bfd missed anberlin because of the sats but tbs is at and aberlin signing at,negative
927997,@TrinaShantae Well when u get a chance check it out,positive
1940502,off to run an errand then to the gym then lunch with my girl bella last time imma see her for a while,negative
1591936,VOTE FOT TEEN CHOICE AWARDS!!!!!!   www.bebo.com/OfficialZanessa check our blog to see what Zac and Vanessa are nominated for!  AND VOTE,positive
1004616,"@JasonVonBerg Good choice, I was thinking along the kidneys line too! MacBook it is then",positive
935729,I absolutely adore my job and my co-workers.,positive
1420620,@JustJayde WB  you all ready for the fam now?,positive
222704,"@KWEE79 HOW ABOUT NO SCORE, GIRL LEBRON LET US DOWN",negative
1225758,uploading pictures to bebo and hoping that i get to go with amie for a while XD sixteen in seven dayss,positive
2244571,all my anxietys back i cant sleep and im thinking all the bad stuffs again le sigh,negative
248528,@JaeShaunese im good . at home eattin oatmeal . tryin 2 lose sum Lbs cuz im the biggest ive ever been in my life,negative
651335,"So the bugs in animal crossing that appear in your house when you're gone are real, only they don't poof when you squish them",negative
1241595,wants you to stop by 23 Church St. in Montclair N.J. for a free cup of coffee!  No purchase neccessary,positive
2818703,omgawsh jst watchd your reaction to th new twilght new moon trailer,positive
259629,"feels terrible- sore throat, headache, very cold and tired and sore neck.  Not a good day.",negative
307019,Let the crappy summer TV begin.,negative
2126895,i m sorry i ve definitely have had those days and suspect tomorrow will be no different,negative
2001419,we played a bad show,negative
2006953,aww u leavin me goodnite hit me up tomorrow,negative
2309609,woke up with a migraine ders no advil tylenol in d house,negative
1869155,slow i m sweepy,negative
1197572,Welcome @AshJaay to twitter,positive
1458625,@AngelicVampira and are you gonna tell us about your dream this time or do you just like have us begging you?,positive
572356,@Andrealongoria Ive been replaced.,negative
1999286,watching armageddon very sad,negative
451368,@isPunk what's funnier is it looked like a friend of mine! I wanted to stop to get a better look but i was going like....65mph,negative
2893387,when i can spell stuff,positive
1553123,thinking @djadam12 has some time on his hands today... busy little twitter,positive
2517996,can t wait to hear the new album have fun in south america,positive
658576,I'm tired of being broke,negative
471005,pgod n q.  gumagawa ng assignment hbng OL. multitasking. STRESSED N Q 1st day of d week plng! ang pnget ng new sched s 22o ln. huggard.,negative
1426747,"I dont want to do this any longer i dont want you theres nothing left to say,hush hush,hush hush !!",positive
1479435,watching enchanted while mikes at work,positive
756274,@jennac0re yup i use the heck out of the crumbles! trying to find a vegan fake buffalo wing tho that is as good as theirs- hARD  haha.,negative
3051979,oh lala hiya sweets hope you are having a good morning blowing sweet kisses to ya,positive
1916409,is at uni trying to finish assignements and lab reports and studdy for exams,negative
327811,Pillsbury Cinnabun place &amp; bake cookies verdict: Not that good.,negative
114712,"God damn rain, i cant skate  Oh well apple shampoo...",negative
1759044,yeaaaahh,negative
1990817,bleeeh i dont like my hair at all,negative
1395340,@Piewacket1 Strawberries will not bore so soon. They are heavenly,positive
333968,I miss my mommy,negative
1217972,@mileycyrus http://twitpic.com/5r808 - your dad is so cool,positive
1181785,1:30pm and i just woke up  doo da doo lifes goood,positive
92052,"I swear to god I have the mood swings of a pregnant woman. Ever have a mood where you just wanna sleep and like, not wakeup?  &lt;|3",negative
2053964,just to let you know your not the only one being plagued with the britney idiots just blocked dozen again,negative
2971684,just got back from dt making chicken nuggets now,positive
2611185,hyperactive so fun,positive
940657,http://twitpic.com/55b1b - Of course NOW he sleeps....now that I'm up trying to get things done!,positive
1075495,"doooooooooone training woohoo, let the fun weekend begin",positive
2262209,ive just seen a dead deer,negative
410813,@greggarbo http://twitpic.com/6sjsn - can't see it anymore,negative
2973488,just joined twitter my very first tweet,positive
2157766,i am too old for pouches,negative
1130970,Just got a puppy!  Named her Shakti...  Give a dog an OM!,positive
2933255,rise amp amp shine lol im so lame,positive
3043760,part of my room needs some touch ups,positive
1575479,"and good night all, see ya in a few hours",positive
3063594,yust co to a casting wish me well,positive
2690206,i always wonder about that one let me know how it goes,positive
2354077,need to shed some kilos,negative
2417020,good morning all yet another beautiful day take some time out to tell someone what you re greatful for today or tell me blessings,positive
85002,has more work than she can handle... and needs a new phone,negative
2903863,newport beach was soooooo relaxing,positive
2135471,fell asleep next to the phone while waiting for her sister to call from uk,negative
666584,"My hair makes me look like a lion (like @MrsMccracken ). After the shower incident last night, I didnt get to brush it.",negative
1435490,"it was also home opener in Lorain for North Coast Knight (independent college baseball league), so lorain swimming in good basebal today",positive
2145444,i have a feeling you re not going to keep me company today,negative
2998911,walkinngg to dunksss wittthhh leah alexa and jax,positive
2207347,it s way too hot my a c isn t working,negative
1195289,Still enjoying the pool,positive
1858134,not fair gorge weather amp i have to go sit in a stuffy council office being bored shitless i want to watch dolpins i hate needing money,negative
1960641,b ut t get acquainted with this blunt amp kn ck this packin shit ut mg dreading it,negative
842133,"First thought this morning when I woke up: &quot;UIView!&quot; Second: Yay, Tweetie for Mac today!  Third: #imayneedprofessionalhelp",positive
2242505,shit what a booring day i have done nothing nothin at all,negative
432125,"@SporkTheEmu haha, i think it's safe to say that i didn't sleep at all last night  stupid insomnia. plus, i'm fraking hungry! ahhhghgsg",negative
292399,I missed the Microsoft Press conference STUPID SCHOOL,negative
2938822,ahhh tennant s back on the game going to campus tonight me tennant gary amp paul what a laugh this will be x,positive
153258,@YoungCake ive missed you,negative
23428,done watching gossip girl :| now what?,negative
2912826,rob doesn t have a twitter or kristen check em out,positive
1142160,@CrunchyK we are all fam here no such thing as TMI here..just keep it real thats what we like,positive
3021127,i ve been stopped and warned before first ticket if revenues were better and i were younger it might have been a warning,positive
1794163,me is too burnt to enjoy the sun today very poo poo indeed i shall sit inside covered in aloe vera hmmphhhhhhhhhhhhh,negative
2302629,cause you cheated,negative
1264857,"@kappymann Thanks! Hope it is good, teaching Twitter/Social Media to my office, conf call with the gals and a potential partner too.",positive
3070041,chase bank amp first federal here i come time to do some damage control bbl twamily,positive
1660071,goodmorning friends goodmorning rain,negative
1378709,@DemiSupport wanna be in Demi's new music video?  check this out: http://is.gd/PQPM,positive
712796,@vickmufasa and i need the danger,negative
548055,@TK_DAGREAT  sad face lol,negative
